City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,taltal,-25.4,-70.4833,19.84,69,23,2.53,CL,2022-12-05
348,faanui,-16.4833,-151.75,26.37,77,76,7.98,PF,2022-12-05
349,emba,48.8264,58.1442,-10.98,96,100,1.8,KZ,2022-12-05
350,zalantun,48.0,122.7167,-12.66,71,48,4.7,CN,2022-12-05
351,pimentel,-6.8367,-79.9342,23.16,60,0,9.26,PE,2022-12-05
352,japura,-0.3167,102.35,21.91,98,100,1.31,ID,2022-12-05
353,san pedro,14.35,121.0167,25.57,90,40,1.54,PH,2022-12-05
354,saint-augustin,51.226,-58.6502,-5.98,85,6,1.38,CA,2022-12-05
355,warrnambool,-38.3833,142.4833,13.47,69,96,5.15,AU,2022-12-05
356,kamenka,51.3223,42.7678,-9.11,53,11,2.1,RU,2022-12-05
357,tual,-5.6667,132.75,27.96,70,94,2.58,ID,2022-12-05
358,svetlyy,54.675,20.1347,-0.97,92,100,3.61,RU,2022-12-05
359,skjervoy,70.0311,20.9714,0.0,97,100,5.02,NO,2022-12-05
360,ishigaki,24.3448,124.1572,19.07,94,75,11.32,JP,2022-12-05
361,thinadhoo,0.5333,72.9333,27.17,76,100,3.0,MV,2022-12-05
362,upernavik,72.7868,-56.1549,-3.01,82,29,4.75,GL,2022-12-05
363,kaeo,-35.1,173.7833,19.1,73,100,2.28,NZ,2022-12-05
364,port hardy,50.6996,-127.4199,2.1,93,75,0.0,CA,2022-12-05
365,teya,60.3778,92.6267,-18.63,98,100,2.4,RU,2022-12-05
366,ribeira grande,38.5167,-28.7,17.22,72,40,7.15,PT,2022-12-05
367,mackenzie,55.2999,-123.1698,-10.88,79,100,1.03,CA,2022-12-05
368,caetite,-14.0694,-42.475,20.2,81,99,4.69,BR,2022-12-05
369,teeli,51.0333,90.2333,-28.43,92,15,0.49,RU,2022-12-05
370,guerrero negro,27.9769,-114.0611,19.6,71,8,8.31,MX,2022-12-05
371,alta floresta,-9.8756,-56.0861,21.37,99,100,1.38,BR,2022-12-05
372,emporia,38.4039,-96.1817,8.11,76,100,3.09,US,2022-12-05
373,inongo,-1.95,18.2667,20.83,97,97,1.1,CD,2022-12-05
374,omsukchan,62.5333,155.8,-29.8,99,99,1.8,RU,2022-12-05
375,mayo,38.8876,-76.5119,9.23,58,0,4.12,US,2022-12-05
376,warragul,-38.1667,145.9333,13.86,94,100,1.75,AU,2022-12-05
377,samsun,41.25,36.3333,12.22,95,79,1.44,TR,2022-12-05
378,henties bay,-22.116,14.2845,14.41,89,0,4.39,NA,2022-12-05
379,inverell,-29.7833,151.1167,26.48,49,45,1.34,AU,2022-12-05
380,nazarovo,56.0064,90.3914,-19.83,96,100,2.6,RU,2022-12-05
381,brikama,13.2714,-16.6494,23.98,81,29,5.53,GM,2022-12-05
382,khandyga,62.6667,135.6,-29.19,99,100,0.42,RU,2022-12-05
383,saint-michel-des-saints,46.6834,-73.9159,-0.04,77,100,4.31,CA,2022-12-05
384,tiznit,29.5833,-9.5,14.45,87,63,0.97,MA,2022-12-05
385,gat,31.61,34.7642,16.89,100,17,0.61,IL,2022-12-05
386,varkkallai,8.7341,76.7067,25.88,81,100,2.01,IN,2022-12-05
387,papara,-3.9839,-38.7273,27.22,74,11,2.38,BR,2022-12-05
388,pitimbu,-7.4706,-34.8086,26.33,78,26,4.88,BR,2022-12-05
389,carballo,43.213,-8.691,11.59,85,100,1.39,ES,2022-12-05
390,cerqueira cesar,-23.0356,-49.1661,20.74,90,100,1.33,BR,2022-12-05
391,elizabeth city,36.2946,-76.2511,12.01,79,20,2.06,US,2022-12-05
392,daniel flores,9.3355,-83.6694,22.65,87,81,0.69,CR,2022-12-05
393,sergeyevka,53.88,67.4158,-22.12,99,10,1.05,KZ,2022-12-05
394,glubczyce,50.2009,17.8286,5.46,87,100,2.18,PL,2022-12-05
395,sawtell,-30.3833,153.1,26.01,57,10,2.57,AU,2022-12-05
396,adrar,20.5022,-10.0711,24.05,25,4,1.72,MR,2022-12-05
397,itoman,26.1247,127.6694,19.01,88,75,7.72,JP,2022-12-05
398,coahuayana,18.7333,-103.6833,29.7,64,2,2.62,MX,2022-12-05
399,althofen,46.8818,14.4676,2.14,99,100,0.95,AT,2022-12-05
400,kresttsy,58.2452,32.5165,-7.57,86,99,3.52,RU,2022-12-05
401,meiganga,6.5167,14.3,20.96,33,92,2.38,CM,2022-12-05
402,rafsanjan,30.4067,55.9939,7.3,67,53,1.99,IR,2022-12-05
403,peniche,39.3558,-9.3811,13.93,95,89,2.5,PT,2022-12-05
404,zhigalovo,54.8097,105.1578,-11.33,87,100,6.09,RU,2022-12-05
405,balakovo,52.0278,47.8007,-11.11,84,27,2.25,RU,2022-12-05
406,semporna,4.4818,118.6112,25.43,89,39,2.1,MY,2022-12-05
407,ischia,40.7342,13.9471,14.97,90,90,0.45,IT,2022-12-05
408,whitecourt,54.1502,-115.6855,-14.42,66,75,7.2,CA,2022-12-05
409,pouembout,-21.1333,164.9,24.63,92,100,0.98,NC,2022-12-05
410,havelock,34.8791,-76.9013,13.98,80,75,4.12,US,2022-12-05
411,athabasca,54.7169,-113.2854,-16.77,80,100,7.3,CA,2022-12-05
412,blagoveshchenka,52.8333,79.8667,-21.46,99,65,2.37,RU,2022-12-05
413,oranjemund,-28.55,16.4333,15.76,83,81,5.98,NA,2022-12-05
414,fairbanks,64.8378,-147.7164,-8.0,89,100,0.0,US,2022-12-05
415,tayoltita,24.0833,-105.9333,27.69,36,34,3.15,MX,2022-12-05
416,roxana,10.2753,-83.7513,30.02,70,57,2.22,CR,2022-12-05
417,daru,-9.0763,143.2092,27.18,76,99,4.57,PG,2022-12-05
418,ashtabula,41.7001,-80.7665,8.8,31,0,4.63,US,2022-12-05
419,abnub,27.2696,31.1511,15.12,58,0,4.57,EG,2022-12-05
420,ariquemes,-9.9133,-63.0408,23.35,96,100,1.04,BR,2022-12-05
421,rudbar,30.15,62.6,7.78,40,51,1.62,AF,2022-12-05
422,montepuez,-13.1256,38.9997,21.73,89,88,3.39,MZ,2022-12-05
423,axim,4.8699,-2.2405,26.24,85,73,3.11,GH,2022-12-05
424,hamilton,39.1834,-84.5333,8.74,57,100,3.6,US,2022-12-05
425,puerto madryn,-42.7692,-65.0385,32.42,13,81,12.77,AR,2022-12-05
426,anaconda,46.1285,-112.9423,1.55,80,66,5.27,US,2022-12-05
427,brazzaville,-4.2658,15.2832,23.45,88,90,0.42,CG,2022-12-05
428,chengde,40.9725,117.9361,-9.77,38,0,1.37,CN,2022-12-05
429,riohacha,11.5444,-72.9072,29.06,70,20,4.12,CO,2022-12-05
430,hualmay,-11.0964,-77.6139,20.66,77,10,3.99,PE,2022-12-05
431,srandakan,-7.9386,110.2506,24.21,93,100,1.52,ID,2022-12-05
432,tura,25.5198,90.2201,15.29,85,0,1.6,IN,2022-12-05
433,porto novo,6.4965,2.6036,27.9,85,32,2.79,BJ,2022-12-05
434,oxford,51.7522,-1.256,6.88,90,100,4.12,GB,2022-12-05
435,usogorsk,63.4106,48.6872,-9.27,94,100,3.17,RU,2022-12-05
436,shenjiamen,29.9576,122.298,10.56,62,32,6.18,CN,2022-12-05
437,rocha,-34.4833,-54.3333,22.0,62,0,4.19,UY,2022-12-05
438,puerto narino,-3.7703,-70.3831,27.92,74,16,1.25,CO,2022-12-05
439,manggar,-2.8833,108.2667,25.76,84,100,1.5,ID,2022-12-05
440,port macquarie,-31.4333,152.9167,23.83,64,69,4.85,AU,2022-12-05
441,margate,51.3813,1.3862,7.61,86,100,1.79,GB,2022-12-05
442,zhezkazgan,47.8043,67.7144,-16.87,94,99,2.18,KZ,2022-12-05
443,srednekolymsk,67.45,153.6833,-36.67,99,100,1.25,RU,2022-12-05
444,rio grande,-32.035,-52.0986,27.06,82,0,4.69,BR,2022-12-05
445,alenquer,-1.9417,-54.7383,26.5,72,87,2.45,BR,2022-12-05
446,padang,-0.9492,100.3543,24.68,88,100,1.87,ID,2022-12-05
447,muyezerskiy,63.9333,31.65,-4.75,90,100,6.44,RU,2022-12-05
448,altamira,-3.2033,-52.2064,28.05,78,20,1.03,BR,2022-12-05
449,pare,-7.7679,112.198,23.38,91,100,0.9,ID,2022-12-05
450,bluefields,12.0137,-83.7635,24.04,100,75,2.06,NI,2022-12-05
451,sorland,67.667,12.6934,3.92,82,100,17.53,NO,2022-12-05
452,cayenne,4.9333,-52.3333,26.02,89,100,1.54,GF,2022-12-05
453,taoudenni,22.6783,-3.9836,26.98,16,15,1.7,ML,2022-12-05
454,belaya gora,68.5333,146.4167,-39.69,96,80,1.39,RU,2022-12-05
455,sao sebastiao,-23.76,-45.4097,22.75,96,100,3.79,BR,2022-12-05
456,sheridan,44.8333,-106.9173,0.73,64,20,1.54,US,2022-12-05
457,abu samrah,35.3029,37.1841,11.9,72,2,1.23,SY,2022-12-05
458,ponerihouen,-21.0833,165.4,26.29,83,100,2.24,NC,2022-12-05
459,kichmengskiy gorodok,59.9816,45.7854,-10.83,79,99,3.02,RU,2022-12-05
460,san rafael del sur,11.8485,-86.4384,30.54,63,1,4.39,NI,2022-12-05
461,linjiang,41.8069,126.9078,-15.14,96,14,0.6,CN,2022-12-05
462,jacmel,18.2342,-72.5347,28.91,63,5,1.67,HT,2022-12-05
463,hassleholm,56.1591,13.7664,1.25,98,100,2.12,SE,2022-12-05
464,opuwo,-18.0607,13.84,22.08,35,19,3.05,NA,2022-12-05
465,teahupoo,-17.8333,-149.2667,25.98,77,63,7.74,PF,2022-12-05
466,sindou,10.6667,-5.1667,27.1,27,53,1.99,BF,2022-12-05
467,copiapo,-27.3667,-70.3333,17.83,40,0,3.38,CL,2022-12-05
468,luderitz,-26.6481,15.1594,15.97,69,3,8.84,NA,2022-12-05
469,maragogi,-9.0122,-35.2225,24.85,85,31,5.31,BR,2022-12-05
470,kaili,-3.4626,120.2147,18.52,94,100,1.2,ID,2022-12-05
471,bay roberts,47.5999,-53.2648,4.25,96,100,1.96,CA,2022-12-05
472,talnakh,69.4865,88.3972,-3.77,96,100,5.83,RU,2022-12-05
473,nome,64.5011,-165.4064,-0.96,86,100,7.2,US,2022-12-05
474,veinticinco de mayo,-35.4323,-60.1727,37.54,12,0,5.06,AR,2022-12-05
475,churapcha,62.0025,132.4325,-33.16,100,99,1.28,RU,2022-12-05
476,jatai,-17.8814,-51.7144,23.27,74,100,0.67,BR,2022-12-05
477,acajutla,13.5928,-89.8275,28.94,58,2,1.48,SV,2022-12-05
478,avera,33.194,-82.5271,11.32,96,100,2.79,US,2022-12-05
479,gambela,8.25,34.5833,25.74,57,40,1.42,ET,2022-12-05
480,bend,44.0582,-121.3153,4.6,76,0,1.34,US,2022-12-05
481,comodoro rivadavia,-45.8667,-67.5,23.92,31,0,11.83,AR,2022-12-05
482,tecoanapa,16.5167,-98.75,28.82,63,0,4.36,MX,2022-12-05
483,tromso,69.6496,18.957,2.01,87,100,3.09,NO,2022-12-05
484,pangody,65.85,74.4859,-15.76,97,39,3.76,RU,2022-12-05
485,foshan,23.0268,113.1315,11.02,67,7,4.68,CN,2022-12-05
486,puerto leguizamo,-0.1934,-74.7819,30.09,56,93,0.18,CO,2022-12-05
487,bose,45.4612,8.0137,5.77,91,14,2.96,IT,2022-12-05
488,college,64.8569,-147.8028,-8.01,90,75,0.0,US,2022-12-05
489,siverskiy,59.3544,30.0783,-7.76,93,100,3.38,RU,2022-12-05
490,boddam,57.4667,-1.7833,4.71,74,75,8.9,GB,2022-12-05
491,saint-georges,12.0564,-61.7485,26.82,74,20,4.12,GD,2022-12-05
492,rong kwang,18.339,100.3174,20.54,91,93,0.8,TH,2022-12-05
493,veraval,20.9,70.3667,21.4,38,0,5.09,IN,2022-12-05
494,palana,59.1167,159.9667,-8.77,67,100,10.31,RU,2022-12-05
495,redlands,34.0556,-117.1825,17.62,60,94,0.45,US,2022-12-05
496,santa flavia,38.085,13.5351,15.85,55,95,4.92,IT,2022-12-05
497,leningradskiy,69.3833,178.4167,-27.3,93,5,1.9,RU,2022-12-05
498,skibbereen,51.55,-9.2667,7.84,83,100,9.05,IE,2022-12-05
499,salinas,36.6777,-121.6555,14.76,71,0,3.09,US,2022-12-05
500,harlingen,26.1906,-97.6961,27.95,76,20,9.26,US,2022-12-05
501,tutubigan,11.8397,125.0614,23.08,91,100,1.24,PH,2022-12-05
502,tarko-sale,64.9225,77.785,-13.74,95,45,5.11,RU,2022-12-05
503,balkhash,46.844,74.9804,-17.1,85,3,3.47,KZ,2022-12-05
504,rawson,-43.3002,-65.1023,31.16,16,0,9.26,AR,2022-12-05
505,loa janan,-0.583,117.095,22.89,99,100,0.64,ID,2022-12-05
506,port hedland,-20.3167,118.5667,26.03,78,92,4.63,AU,2022-12-05
507,saint-joseph,-21.3667,55.6167,22.21,78,100,4.61,RE,2022-12-05
508,vao,-22.6667,167.4833,25.25,87,100,4.41,NC,2022-12-05
509,sept-iles,50.2001,-66.3821,-0.53,86,100,7.2,CA,2022-12-05
510,urucara,-2.5364,-57.76,26.3,76,97,0.56,BR,2022-12-05
511,saint-pierre,-21.3393,55.4781,22.82,73,0,2.57,RE,2022-12-05
512,byron bay,-28.65,153.6167,26.51,54,1,1.9,AU,2022-12-05
513,vaitape,-16.5167,-151.75,26.38,77,76,7.96,PF,2022-12-05
514,surt,31.2089,16.5887,19.6,63,43,3.81,LY,2022-12-05
515,camocim,-2.9022,-40.8411,26.79,77,7,8.59,BR,2022-12-05
516,lodingen,68.414,15.9951,2.08,94,100,5.47,NO,2022-12-05
517,husavik,66.0449,-17.3389,-0.3,80,95,4.91,IS,2022-12-05
518,spirit river,55.7833,-118.8361,-19.76,79,74,4.29,CA,2022-12-05
519,inhambane,-23.865,35.3833,25.23,89,100,4.46,MZ,2022-12-05
520,benguela,-12.5763,13.4055,26.28,77,100,0.89,AO,2022-12-05
521,iqaluit,63.7506,-68.5145,-13.15,78,75,0.0,CA,2022-12-05
522,pascagoula,30.3658,-88.5561,23.4,90,100,1.54,US,2022-12-05
523,ahipara,-35.1667,173.1667,20.31,66,100,2.4,NZ,2022-12-05
524,flin flon,54.7682,-101.865,-26.09,64,100,3.09,CA,2022-12-05
525,puerto quijarro,-17.7833,-57.7667,26.16,82,100,0.68,BO,2022-12-05
526,bulgan,48.8125,103.5347,-21.24,79,1,1.94,MN,2022-12-05
527,gerash,27.6652,54.1371,13.08,50,29,0.99,IR,2022-12-05
528,bowling green,36.9903,-86.4436,9.19,94,100,3.41,US,2022-12-05
529,xining,36.6167,101.7667,-4.75,52,79,0.64,CN,2022-12-05
530,mercedes,-34.6515,-59.4307,35.02,15,0,7.15,AR,2022-12-05
531,viedma,-40.8135,-62.9967,29.38,33,62,6.2,AR,2022-12-05
532,sao felix do xingu,-6.6447,-51.995,22.37,96,78,0.63,BR,2022-12-05
533,lar,26.2039,83.9717,13.61,51,0,3.13,IN,2022-12-05
534,coro,11.4045,-69.6734,25.34,76,71,4.12,VE,2022-12-05
535,maracacume,-2.0428,-45.9592,24.08,91,100,1.5,BR,2022-12-05
536,bulaevo,54.9056,70.4439,-21.43,100,37,0.93,KZ,2022-12-05
537,zhigansk,66.7697,123.3711,-28.75,98,100,1.46,RU,2022-12-05
538,kapoeta,4.7717,33.5903,26.88,46,67,1.35,SS,2022-12-05
539,cacheu,12.2706,-16.1658,25.05,58,29,3.01,GW,2022-12-05
540,hambantota,6.1241,81.1185,23.19,100,20,1.03,LK,2022-12-05
541,la asuncion,11.0333,-63.8628,24.88,78,73,3.9,VE,2022-12-05
542,mitla,16.9167,-96.4,22.48,48,13,2.45,MX,2022-12-05
543,goderich,43.7501,-81.7165,4.18,56,100,5.14,CA,2022-12-05
544,la cruz,23.9167,-106.9,27.34,54,56,2.94,MX,2022-12-05
545,farah,32.5,62.5,6.93,39,96,0.93,AF,2022-12-05
546,yeppoon,-23.1333,150.7333,23.88,66,0,2.01,AU,2022-12-05
547,ixtapa,20.7,-105.2,27.9,77,13,1.34,MX,2022-12-05
548,marsh harbour,26.5412,-77.0636,23.78,71,29,4.79,BS,2022-12-05
549,nanlong,31.3533,106.0631,8.33,73,100,1.25,CN,2022-12-05
550,xudat,41.631,48.681,1.73,90,95,1.77,AZ,2022-12-05
551,mutis,6.2262,-77.4044,25.6,83,92,3.33,CO,2022-12-05
552,kamra,33.7473,73.5111,6.64,32,93,3.87,PK,2022-12-05
553,vasilsursk,56.1275,46.0072,-15.79,91,69,1.91,RU,2022-12-05
554,arnedo,42.2167,-2.1,3.72,85,100,1.95,ES,2022-12-05
555,saint anthony,45.0205,-93.218,-1.41,63,100,5.14,US,2022-12-05
